,user,playtime,user_url,post_date,helpfulness,review,recommend
2088,Rixer,78.4,https://steamcommunity.com/profiles/76561198323728263/,"October 12, 2021",0,['not good frame rates bad port i hope developer remake remaster this good gam'],Recommended
2089,๖ۣۜVergil,37.2,https://steamcommunity.com/profiles/76561198298389484/,"October 12, 2021",0,['just bought the game and started playing i was annoyed because the voice and sub didn t match after playing for minutes the game suddenly crashed the game experience is very bad i really hate this version i use computer configurationintel r core tm cpu ram amd radeon rx'],Not Recommended
2090,MaxiStavros,40.5,https://steamcommunity.com/id/lionhart277/,"October 10, 2021",0,['better than the first game pokemons mechanic is good better story and non linear its actually a fantastic game install final fantasy fix and itl run like a charm'],Recommended
2091,Angel 00xiii,20.6,https://steamcommunity.com/profiles/76561198369213397/,"October 5, 2021",0,['if you enjoyed ff then this one you should love more this one has a lot more freedom than the normal meaning its not so linear i personally love this game why not give it a try '],Recommended
2092,WhiteExperience,50.8,https://steamcommunity.com/id/WhiteExperience/,"October 3, 2021",0,['this is the direct sequel of final fantasy xiii every single aspect of gameplay is improved compared to the previous game the story is not as good as final fantasy xiii but it is still enjoyable paradigm shifts now takes no time and it is instantaneous upgrading weapons are now very simple and you can do it pretty early on the game monsters drop gil and now you get a feeling of older final fantasy titles with a decent drop system historia crux system lets you replay previous chapters of the game graphics are very gorgeous the modding community made several improvements in regards to graphics crashes and fixes most dlcs from the console version are included in the game very inconsistent fps another terrible port by square i had nothing game breaking but many people do there s no japanese background music if you select japanese voice overs you still get the north american background music even if you bought the asian version of the game the crystarium system in this game is a headache make sure you follow a guide to get the right boosts doesn t have haste as a skill but you can still get this buff for a short time with a pre emptive strike the atb feels a little bit slower there is no option to speed it up in the settings camera sensitivity in battles is reduced and can t be changed in the settings outfits and weapons dlcs are not available due to licensing reasons you can still easily mod them back in though since the files are still present within the game square was lazy enough not to give the game a decent artwork cover on steam library '],Recommended
2093,Vasya Sovari,63.4,https://steamcommunity.com/id/undeadbydawn/,"October 2, 2021",0,['don t let the awful first couple of hours or really really terrible performance throw you there are fixes this is a great game that fixes damned near all the glaring flaws of ffxiii and introduces time paradox mechanics that actually work extremely well the story makes way more sense than xiii and has a fairly satisfying if deeply predictable endingget it on sale '],Recommended
2094,Na,0.9,https://steamcommunity.com/id/Na5337/,"October 1, 2021",0,['low fps '],Not Recommended
2095,rhystagram,46.6,https://steamcommunity.com/profiles/76561199200889424/,"September 30, 2021",0,['took a while to get the game running smoothly but when it did it was worth it used to play it on xbox all the time and it brought back some pretty good memories '],Recommended
2096,Shall We Play A Game?,5.0,https://steamcommunity.com/profiles/76561198026636466/,"September 27, 2021",0,['i can t really comment on gameplay or story given that the vast majority of my time was spent trying to get the thing to work i ll join the chorus crying that the port is garbage with some searching and player created fixes you might be able to play the game as intended but it s no guarantee i eventually got the thing to stop crashing to desktop now i m unable to load any area other than the one i was already in i ve tried a number of suggested fixes including completely reinstalling the game i m already past the refund window too don t let it happen to you stay away '],Not Recommended
2097,Flaggy,32.0,https://steamcommunity.com/id/flaglo/,"September 25, 2021",0,['there really won t be too much that i can say on this one for the most part i enjoyed it the gameplay was improved in every way over its predecessor and the story was actually not half bad and i say this as someone who really doesn t like time travel plots to be more specific about the gameplay does a lot of things better the game kicks off running and doesn t lock you behind limited paradigm decks crystariums or anything else essentially starts off at the point xiii took hours to reach the game also removes the horrible first paradigm switch s long animation vastly improving the flow of combat the change to have sentinel be a passive damage reduction adds a lot to the gamplay when combined with fast paradigm switching as well they also finally added high level ass saving spells like ultima and meteor through class bonus s one issue i had with the gameplay though a minor one given as the game isn t as difficult as xiii is that getting a preemptive strike no longer gives stagger making it more or less pointless the soundtrack is also probably my favourite in the franchise there are songs from other final fantasy titles that i like more than anything in but the level of quality it showcases is incredible and is even better than xiii i love that they included drastically more vocals in the music in general now the story i just thought was good nothing special here again i do not like time travel plots so the fact that i m not hating on the games story speaks volumes the problem however is that this title has the worst ending in the entire franchise as far as i m concerned the entire thing happens just so they can set up so it s just a show all round i do not think it s appropriate for the game to end without wrapping things up like it does as all final fantasy games are and should always be their own complete packages regardless of status this was a complete up so yeah i recommend the game it s a decent final fantasy title with a good story and pretty damn good gameplay all things considered just expect the ending to not end anything case in point make sure you buy and together the switch to somewhat non linear levels was done fantastically and i also think this game doesn t overstay its welcome at all like xiii did whereas i got deathly bored by the end of xiii i was doing perfectly fine by the end of and it is completely unacceptable how poor performance is in this game i just sucked it up and got used to on average and that s with several mods installed to fix the game and with settings changed in nvidia control panel to increase performance '],Recommended
2098,Shadow_Waters,91.9,https://steamcommunity.com/id/Shadow_Waters/,"September 25, 2021",0,['beginning is slow however if you can get far enough it does get better and the story picks up really well '],Recommended
2099,Kaitomaru,57.6,https://steamcommunity.com/profiles/76561198118097918/,"September 24, 2021",0,['outstanding with the right fix up'],Recommended
2100,Dymangel,24.4,https://steamcommunity.com/profiles/76561198097388829/,"September 23, 2021",0,['it s a beautiful game with improved battle system based on the original ff xiii the music and atmospheres are amazing like an old book adventure the story is a little bit complicated to understand but it s not that bad in the end definitely to play only if you finished ff xiii '],Recommended
2101,Jenus,49.2,https://steamcommunity.com/id/rinvelo/,"September 20, 2021",0,['surprisingly enjoyable nothing like the first game i d actually recommend giving this game a try if you enjoy final fantasy doctor who and or chrono trigger feels more like a real final fantasy game since there are enjoyable side quests npcs to interact with choices to make areas worth exploring and revisiting and an interesting story that is actually fun to learn about as you progress also offers a fair bit more customization of character development than a lot of final fantasy games crystarium allows you to focus completely on the job classes you want in this game unlike in which locked the crystarium progression until linear story milestones forcing you to spread your cp to jobs you don t use just to boost stats to survive the tedious battles speaking of battles actually has enjoyable battles you still have stagger system but it doesn t take hour to stagger a random enemy in this game most battles can be won in a reasonable amount of time even in the end game section easy mode was a bit too easy so feel confident in going with normal mode on your first play if you re used to other final fantasy games this isn t this is fun '],Recommended
2102,a_blackstock,130.1,https://steamcommunity.com/profiles/76561198044570760/,"September 18, 2021",0,['a charming sequel to the first game '],Recommended
2103,hugobertoldi,36.1,https://steamcommunity.com/id/hugobertoldi/,"September 16, 2021",1,['cool game waaay better that the first one but the port is really bad'],Not Recommended
2104,DONT RAGE QUIT,7.7,https://steamcommunity.com/profiles/76561198379207045/,"September 12, 2021",1,['horrible random crashes even on a high end pc seams to be a problem for alot of peopl'],Not Recommended
2105,GimmeCandy125,142.7,https://steamcommunity.com/profiles/76561199163276214/,"September 5, 2021",0,['time and memory frozen in crystal '],Recommended
2106,KaitoKid07,115.5,https://steamcommunity.com/profiles/76561198261293013/,"August 31, 2021",0,['buen juego pero todavia no se puede comparar con la primera parte ni con la tercera creo que con una mejor banda sonora y musica original pudo haber sido mejor lo nico bueno que tiene es el ost de la primera parte '],Recommended
2107,UltraMegaBishTitties,50.1,https://steamcommunity.com/id/megabitchtits/,"August 29, 2021",0,['buggy port but still fun'],Recommended
2108,Azka,1.3,https://steamcommunity.com/profiles/76561198309341124/,"August 29, 2021",0,['ok good job '],Recommended
2109,Galdrella,35.2,https://steamcommunity.com/profiles/76561198415003723/,"August 25, 2021",0,['better than the part but no'],Not Recommended
2110,Pallet ♥,2.2,https://steamcommunity.com/id/imyuumiandyourewarm/,"August 24, 2021",0,['just emulate this game it refuses to open up full screen crashes while trying to load in and crashes if you dare try to stream it to your friends on discord not to mention it also crashes your steam too if that already wasn t enough i this game on and missed playing it but i guess i never will be able to play it again this port is a money laundering scam '],Not Recommended
2111,Sock,63.7,https://steamcommunity.com/id/sockDP/,"August 24, 2021",0,['update crashes almost gone now you need to turn off cloud saves and move your save to your local user app data directory even playing in seems to work now with a cap so many hoops to jump through i know but it s playable if i make it through the whole game by some miracle i ll update again update crashes are still pretty frequent you just have to progress slowly and save as you go hoping that it doesn t crash while you are saving which happens a lot update final verdict after tons of testing and crashes never run this game in under any circumstances you may make some progress but it will crash regardless of the frame rate lock eventually impeding progress tried at and playing at now at refresh rate and it seems to be stable enough to stop crashing persistently finally this is with the fix mod and mod for bit applications i don t recommend even attempting to run this garbage port without these mods fixes original ugh the crashes even with the fix the crashes are still bad i managed to get through in at but i can t even get to the first save point with this one it crashes as soon as you start playing as serah might try again but seems unplayable '],Not Recommended
2112,Badbaby,15.6,https://steamcommunity.com/profiles/76561199063882767/,"August 23, 2021",0,['awesome game i change the game capability using trouble shoot windows game perfectinstructions from steam page use manage local files rightclick on game ffxiii trouble shoot then change setup until it plays i recommend these option worth my tim'],Recommended
2113,Kronos,6.5,https://steamcommunity.com/profiles/76561198045817196/,"August 22, 2021",0,['so finally got around to playing and completing ffxiii figured it was only right to work on the sequels as well unfortunately this game you re going back and forth without a clue on what to do or where to go this game has very little story from what i ve played thus far approximately six hours it s completely boring i mean the original ffxiii was pretty boring too but i was still willing to finish that one this one i don t think i will be finishing it the more i play without any new clues the more pissed off and bored i get and this is coming from a huge final fantasy fan this game is a big disappointment contemplating a refund '],Not Recommended
2114,Techhy,58.9,https://steamcommunity.com/id/tecchy/,"August 21, 2021",0,['continuation of the trilogy story and gameplay improves over the previous game as it is more open and the mechanics are relativity more controllable in class setups music is exceptional graphics is where it drops a bit as the game isnt optimized for pc stutters are prevalent in game making some mechanics very hard to execute '],Recommended
2115,anthonygreig70,924.7,https://steamcommunity.com/profiles/76561199064609755/,"August 20, 2021",0,['its broken it dont start up anymor'],Not Recommended
2116,The Green Bastard,17.4,https://steamcommunity.com/id/Jester6/,"August 19, 2021",0,['it s a mess just a bad port all around even with the community fixes the game just doesn t work correctly had my saves corrupted twice so i m walking away from this one and calling it a loss play it on an emulator if you really feel the need '],Not Recommended
2117,Weyird,74.1,https://steamcommunity.com/profiles/76561198102892441/,"August 19, 2021",0,['it took me about to finish the game and a further to it all i can say is getting consecutive pre emtive strikes filling out the entire beastiary and stupid slot machine and chocobo racing mini games are the worst achievements let s preface this by saying my game kept crashing until i added about small mods to make it work after that i had no problem while it s dumb squareenix can t fix their own game the fact that easy fixes exist will let me overlook that fact overall it s a good game some minor changes from include cutting out the time wasting paradigm shift cinematic monsters pop up randomly as you run around like older ff titles instead of being a feature of the landscape the entire shop weapons progression system is effectively removed and levels are not linear but instead being very back and forthy big changes include the whole time travel mechanic for the story and the pokemon like monster system for your party member i generally dislike time travel stories because no matter how consistent a story tries to be with the rules inevitably there is some plot hole or paradox that i just can t accept square enix seems to have found an ingenious solution to that problem by just having the entire system not really make any sense to begin with so my that makes no sense o meter just breaks and somehow i end up just accepting everything sure you can totally just shout so loudly that somebody in the past hears you and changes the future it actually wasn t that hard to just go with it and have a good story of it as long as you didn t try to think too much about it i still definitely think story was better but it was nice meeting serah and noel and seeing how the world progresses over about years there s actually quite a lot of interesting lore to learn about the universe so i liked that but the monster collecting thing i hated that i hated it in and i hate it here and the entire weapons progression thing from is replaced by collecting components to upgrade monsters then feeding monsters to other monsters so they can learn their abilities you can get some pretty op combos if you re willing to grind but thankfully you can play the whole game without really bothering with it and i was so happy when i could do the dlc content and have lightning in my party again she was actually stronger than my max level characters let s talk about characters in i loved the group and having the story split them up and seeing their interactions with other members etc here you only have serah and noel with only two characters you can have less of a dynamic some don t like serah because she doesn t really have much character but i liked her enough i was surprised by how much i liked noel though he was much better from a character motivation point of view as for the main villain some seem to really like him and see where he is coming from i disagree i think his entire motivation is stupid i much preferred the fal cie from tl dr its a good fun game but nothing to write home about i loved and it doesn t ruin that for me like i feared it would i m excited to play lightning returns next my final fantasy rankings from favourite to least favourite '],Recommended
2118,Higurashi,13.6,https://steamcommunity.com/profiles/76561198146943399/,"August 18, 2021",0,['decent game '],Recommended
2119,Shinpoku,69.9,https://steamcommunity.com/id/Shinpoku98/,"August 15, 2021",0,['great game stop stressing about the crazy timey wimey plot and just go along for the ride trust me it s fun '],Recommended
2120,rentyman,104.2,https://steamcommunity.com/id/rentyman/,"August 15, 2021",0,['the system requirements for this seems to be inaccurate for compatibility and playability i think the developers need to update the system requirements to update what is listed and add a patch to fix the crashing part disabling cloud saves in steam is not necessary as the patch fixed the crashing issue for me game graphics settings are too high and demanding for the system requirements recommended my system played specs for this is preferred windows core memorynvidia gtx patch for the crash fix'],Not Recommended
2121,Baconleaf,1.4,https://steamcommunity.com/profiles/76561198881775244/,"August 15, 2021",0,['the sequel to another game i grew fond of when dreaming of caleb that big stupid oaf idiot stupid the pokemon catch em them is fun and rewarded but when post game hit you ll need the good pokemen you ll also probably want a guide to min max your stats correctly bewcause caleb will you without a second s notice the battles are similar to but are infinitly less time consuming about a of the time it ll take to kill barthandelus is how long it ll take to kill a boss in it s not so much autopilot as it is not stupid the classes make more sense and have a bigger impact mid late fart post fart expect to be maxed out if you want to stand a chance against that superbosses i ll knock over someone s glass of water to play with game for a solid few hours then i d do it again to play some more thanks rpg'],Recommended
2122,icrenegade,66.4,https://steamcommunity.com/profiles/76561198052342003/,"August 14, 2021",0,['the unfixed bugs and quality of life misses on this title makes it impossible to recommend for example there is no volume control for the music and some of the music is truly awful the only way to decrease the music volume independently is to actually re sample the music files using an external utility an example of a glaring bug is that the game crashes when it tries to do cloud saves the only available option is to disable cloud saves there are patches created by the community to fix some of these things but it s not the community s job to do the fixing it s ridiculous don t buy it '],Not Recommended
2123,Good ol' �,101.5,https://steamcommunity.com/id/Goodol/,"August 13, 2021",0,['it s lynchian'],Recommended
2124,Thomastm,0.7,https://steamcommunity.com/profiles/76561198031071688/,"August 13, 2021",0,['terrible port drops frames not optimised for pc and it shows even the community fixes make it barely playable avoid unless you want to mess around with a broken product square is too lazy to fix refunded '],Not Recommended
2125,vguythegod,12.4,https://steamcommunity.com/id/xlilninjaxjake/,"August 12, 2021",0,['its so unfortunate i absolutely love this game but they definitely didn t patch it well enough to be compatible with higher end gaming set ups amazing game but on a it crashes constantly when saving or traveling '],Not Recommended
2126,Irie,91.2,https://steamcommunity.com/id/irie-k/,"August 11, 2021",0,['better than xiii but not by much if you liked xiii somehow then you ll most likely like this still not really for me though still getting achievements on it though '],Not Recommended
2127,Mont,83.1,https://steamcommunity.com/profiles/76561198371900012/,"August 10, 2021",0,['genuinely one of the worst ports i have ever played in my entire life is a pretty solid game and a definite improvement over but this port is so terrible that i seriously cannot recommend this to anyone unless you are a huge fan of ff like myself this game seriously crashed on me about times throughout my playthrough and the fps drops were beyond awful if you have a then do yourself a favor and get that version instead only play this if you have no other option and even then emulating it would be better a pretty fun game ruined by a port '],Not Recommended
2128,Kagreus,0.6,https://steamcommunity.com/id/Kagreus/,"August 6, 2021",0,['nice port '],Not Recommended
2129,Atom,64.9,https://steamcommunity.com/id/mratomrabbit/,"August 4, 2021",0,['bad port of a pretty very good jrpg depending on your tastes and what you find appealing you ll probably at least get console level performance at higher and arbitrary resolutions if you cap to uncapped you ll likely get severe fps drops when loading new areas of maps and might experience generally lower fps in crowded parts of the game too you will really want to use the mod as well as the or large address aware patches check pcgw despite all this i more or less the game nowhere was ever unplayably bad and my cpu isn t too great compared to stuff from the last year or so that i hear gets a fair improvement in performance i will say on the whole performance is substantially worse than xiii though with regard to the game itself it s a zany time travelling adventure with a veritable bevy of side content in the form of minigames collectibles extra unlockable abilities and game modifiers more money encounters alternative hidden endings etc a really cool villain with a big sword and some great dlc boss fights albeit gated effectively behind near completion due to how difficult some of them are graphics very nice for a console title from early character models look great environmental art is stunning at times as it was in the original with some locations being visually striking and extremely imaginative some lower res textures here and there there are a handful of graphical mods also available monster designs are frequently reused from and continue to look great music and sound just great all around very large diversity in genres some really top tier jrpg boss themes voice acting is solid in both english and japanese but the voice volume is a little low in some cutscenes there are mods that address this gameplay the core battle system is basically refined from the original you have two party members you can swap control of freely versus the original at a time while the third party member you can assign from a pool of monsters you can recruit monster recruitment is its own sub system including leveling paths learning skills and transferring skills to new monsters to make super powerful party members the atb system works basically the same as in except the usage feels snappier and more fluid with much less of a delay on paradigm changes the combat system is really exceptional and makes me sad that it will probably never return in future ff entries i d recommend checking out at overview of the system but at its strongest it can feel exceptionally dynamic and reactive with you having to constantly learn enemy attack patterns and how to respond on the fly given what monsters you have how much damage you need to deal in a fixed time etc really good stuff the other big facet of gameplay is exploration which is far less linear than almost to a fault it can often feel overwhelming with how many possible areas you can explore at any given time leading to hidden enemies bosses sidequests all these things also reward you with additional story scenes some more context into what life is like after the end of and datalog entries which really flesh out characters and lore more exploration will also reveal minigames including races poker slot machines etc included dlc secret episodes superbosses it feels like the game is more side content than main game so if that is something you really like in your jrpg you ll probably dig it here story and characters the story is needlessly convoluted and retcons the ending to a game which ending more or less conclusively shortly after ending everyone becomes convinced that lightning disappeared and then time travel shenanigans start to happen and lightning s sister serah and a time traveler called noel team up to solve these problems the balance is probably the opposite to which had arguably dislikable characters situated in a world and mythos that were extremely interesting in the story is held up by character interactions and a villain who is really compelling despite a story that sort of starts and ends in the same place overall probably a story mixed in with characters exploration battle system music visual design a really nice experience for fans of just be aware of the port issues and how to mitigate them '],Recommended
2130,Lovesick,43.8,https://steamcommunity.com/id/harboredlight/,"August 2, 2021",0,['great game terrible port pick up the community patch and hd texture pack '],Recommended
2131,adultrio,1.0,https://steamcommunity.com/id/adultrio/,"August 2, 2021",0,['i really really wanted to play this game i really did i know what i am signing up for but the constant buzz noise did not go away and i ve tried all solutions that were posted on the community compatibility to windows reduce channel from to update sound driver uninstall and reinstall sound driver etc unfortunately none of them seem to work so i will have to get this refunded '],Not Recommended
2132,ps_exia,147.8,https://steamcommunity.com/profiles/76561199111609738/,"August 2, 2021",0,['it is a nice game if there is no constant crash take forever to save '],Recommended
2133,kimduyvo,26.2,https://steamcommunity.com/profiles/76561198255905725/,"August 1, 2021",0,[' improvements compared to the previous game battle system is a bit easier crystarium has been changed and loads properly some platforming monstarium monster can now fight with you and you can collect them getting these monster to join is painful though somewhat fun battle system it is a mix of action based and turn based system but it doesn t mix too well together you need to click choose to many buttons for my taste and if it gets hectic it is more difficult to select the things you want since the battle doesn t stop when you are still selecting things beautiful graphics looks pretty good good music some memorable pieces enforced through using the theme in different context arrangements okayish story it is about time travelling and doesn t feel fully cohesive to me but that s fine loading time going from one world into another takes lots of time i am not used to that enemy encounter if a monster pops up yes most enemies they literally just appear you can touch them to start a battle or try to run away it is hard to run away even when you way overleveled the monster still try to chase you one particuliar area in the final dungeon has an enemy spawn rate each seconds moving platform i hate platforms where i have to wait and enemies can pop up any second where you have no control over it german translation it seemed a bit off and somewhat noticable didn t expect the cliffhanger ending '],Recommended
2134,CoffeeIsBae,15.7,https://steamcommunity.com/profiles/76561198214785065/,"July 28, 2021",0,['love this game but it crashes way too much literally every other hour this game will crash when i load a new map very upsetting especially when you forget to save but still love this game very great gameplay for specific players that are into collecting and live strategy game with rpg elements '],Recommended
2135,Tanuki Dude,18.3,https://steamcommunity.com/id/lymilark/,"July 21, 2021",0,['completely unplayable pc port crashing frame drops hanging at for multiple secondswhat a damn shame '],Not Recommended
2136,payatyolo,30.8,https://steamcommunity.com/profiles/76561198338418489/,"July 21, 2021",0,['this game is good gameplaywise the sequel to the first game is excellent there are more places areas to explore than before a more free form exploration than the first game the combat is faster although there are some omitted parts which are kinda a downside unlike the first game the party consists of the monsters you collected while adventuring kinda like a pokemon kinda way these monster will act as the third person of your two main character party it s kinda tacked on not giving any reason lorewise why we can t just have other characters as third ones instead the other downside for me is the story this is maybe due to the somewhat mediocre voice direction but i don t really pay attention to that the story is about serah one of the core characters from the first game wanting to find her sister after she was erased from time due to a paradox invasion then she joins a time traveller noell in a quest to save the timeline from being destroyed a story about time travel can be easily be a miss for some people and can get very convoluted very easily this is a miss for maybe due to not having enough investment and information on this fantasy world because most of the story goes on to travelling each places from the first game adn solving a paradox happening there it got better in the end when some character moments starts to shine like noell and the antagonist after the story ended it lead to more questions than answers which i was kinda dissatisfied although again this is maybe due to the lack execution in its world building the soundtrack world and character designs are gorgeous but overall the gameplay really balances out the bad making it a very mid game i forgot to mention that this is a very bad port straight up unplayable mods are needed in order to play it although i recommend it that does not mean i encourage this practise at all fix it '],Recommended
2137,Den Reaper,8.0,https://steamcommunity.com/profiles/76561198162035788/,"July 19, 2021",0,['fun at timse nice mus'],Recommended
2138,White-Knife,122.8,https://steamcommunity.com/id/white-knife/,"July 18, 2021",0,['worth '],Recommended
2139,Crazy Pizza Diamond,67.6,https://steamcommunity.com/profiles/76561198046696334/,"July 17, 2021",0,['gostei bastante muito melhor que o apesar de eu ter usado mods pra ficar minimamente jog vel hist ria mais simples mas mto melhor de entender do que a maluquice do de ter metade da lore importante em datalogs infelizmente segue a mesma ideia do de ter uma dificuldade completamente inconsistente se voc jogar no easy d pra ficar braindead at o ltimo cap tulo a partir desse o jogo fica absurdamente mais dif cil at no easy isso horr vel pq vc t acostumado com um ritmo de jogo e do nada voc morre sem parar eu to jogando no easy pq quero s saber da hist ria n o quero saber de mais nada '],Recommended
2140,visagurubandana,39.5,https://steamcommunity.com/id/elianto/,"July 16, 2021",0,['this is a first for me a sequel that s way better than the original ff xiii was an unfortunate episode in an otherwhise almost perfect franchise but i gotta say ff does a good job at trying to fix that there isn t a single aspect of the game that isn t better than its predecessor better characters better fighting system better story it certanly isn t the best ff out there but it s a very good game '],Recommended
2141,cherpakkaitlyn09,54.1,https://steamcommunity.com/profiles/76561198244882080/,"July 16, 2021",0,['pretty good game only complaints are the fact that you need to download the patch if you have a windows to prevent crashing and at certain points in the game the fps drastically drops for me '],Recommended
2142,Realife_Brahmin,113.2,https://steamcommunity.com/id/RealifeBrahmin/,"July 14, 2021",0,['note this game is playable on steam only after installing the mods such as console content leviathan tears mod etc otherwise this game port is likely a useless install on your pc instructions to install them are available in a surpasses in virtually every aspect of the gameplay mechanics department players begin this game in new bodhum and can can t help but immediately notice that the game developers have fixed one critical problem in the original by making the game open world from the start characters are not just enemies who should be killed but real people with real dialogue you re likely to feel genuine empathy with the scientists guardian corps soldiers other npcs in the game the way the music changes with enemy encounters the way the npcs react whenever the protagonists sit atop a chocobo or find a hidden treasure gives a feel of liveliness in the game something lacking in the dialogues in seemed mostly cringe to me while those of seem extremely realistic one of my favourite things in the game is the realistic way it portrays scientists no need of dealing gameplay progress in order to farm monster materials at a specific location like in you can now easily teleport to other areas of the game via the historia crux one more good thing with the steam port is that the graphics are in you can clearly see serah s abs in the beach outfit even lightning as a dlc secondary party character looks like the actual lightning as can only be seen in the pre rendered cut scenes of monster spawn rate in august tower some locations such as oerba have too many puzzle to solve which becomes extremely monotonous you ll most probably need to watch video guides on locating every wild artefact which sometimes are at ridiculously hard to find locations post game content requires a good level of grinding for monster materials overall i m glad that i played this game better than'],Recommended
2143,tofuu,89.3,https://steamcommunity.com/id/tofuufaa/,"July 11, 2021",0,['story is dumb and confusing af but the gameplay is honestly top notch this is still one of my top games of all time because of the gameplay the battle system is fun af don t focus on the fact that it says auto battle it s only like that because the battles are so fast paced the xiii battle system needs you to focus on the strategic aspects of what roles you need in the moment and you have to shift your paradigms according to that perfects this by speeding up the atb gauge a bit lets you switch between party leaders and lets you catch monsters to pick your party member i won t go into more detail but just don t discount this game just because people say it plays itself with auto battle the world is actually quite nice it s nowhere near the final hallway that the first game has a reputation for each timeline you visit is basically a self contained world which all vary in their openness some are like mini open world game sections and some can be a bit more linear there s still a lot to explore there is a lot of content here overall great game just don t take the story too seriously actually take the time to learn how to play the battle system and you ll be in for a great time '],Recommended
2144,Kiro,33.6,https://steamcommunity.com/id/Kiro47/,"July 9, 2021",0,['it s definitely a fairly unstable game with a number of issues that cause graphical lag and random crashes some of which even cause steam to freeze and crash as well the community patches help a little bit installed after hours of dealing with many crashes but is far from a proper fix it s unfortunately not just an issue of people not having good enough pc s either i played the game at with shadow resolution and dlss with a window open monitoring resource usage i found that gpu usage and memory both usually sat around usage and bouncing around a bit of course with cpu never going above memory around i actually found that switching to dlss actually caused more issues while gpu usage topped at around the game significantly dropped to a laggy frame rate and i also had issues with audio falling out of sync and clipping out as well interestingly enough anyways enough of that and to the actual game so we get hit away with the same combat system as ff which is perfectly fine given that it is a sequel and whatnot the keyboard controls weren t exactly conveniently mapped so using a controller is much more pleasant however i did find that this game suffered from the same issue that ff also had which is that i can more or less beat every battle minus a handful of boss battles by just defaulting to relentless assault com rav occassionally switching to diversity com rav med for harder fights in all the older ff games i can t really think of any where this really happens and to me it just takes out a piece of fun of the game even ff which had a similar combat system didn t really seem this obscenely easy i honestly found myself just spam clicking a on the controller while browsing my phone in the midst of most of the battles i got into just zero attention required and still found myself getting star ratings most of the time i almost wonder if the game would be better off without auto battle just to promote more interactivity another minor annoyance i found at higher levels is your spell list is a two column list that can t fit all the spells for a class at once on it mainly for rav i wish they expanded that to be a column or expand more on the screen just so i could see everything i had available at once since it s an active combat system in turn based combat of older ff games that wasn t really required since you had all the time in the world to decide what to do i also found myself annoyed with the insane reuse and retexturing of all assets i absolutely expected it to some extent of course but jeez it feels like a bit much one map was used over with different lighting and a few others used over the steppe at least was managable for it s credit and i did love academia for the most part but i really expected at least a few models for weapons at the very least for the chaos weapons but no just another recolor on top of the base model not even an interesting texture applied to it also i ll note i haven t played ff lightning returns yet either overall i wanted to enjoy the game but between the bugs inconsistencies cliches over reuse and the blandness of battle i just honestly spent a fair bit of the time playing wishing i was onto the next piece of the story already so i could finish it '],Not Recommended
2145,devilsister18,0.8,https://steamcommunity.com/profiles/76561198087597080/,"July 9, 2021",0,['i was hesitant to get this after reading some of the reviews but i didn t have any issues whilst playing this like others have seemed to play just as well as back on still an enjoyable game not on par with the best ffs though '],Recommended
2146,Helios,29.9,https://steamcommunity.com/id/DJ-HeliosDeus/,"July 7, 2021",0,[' important after an update a few months back the issues with the poor quality port seems to be largely fixed and now works flawlessly for the most part hours in and only had crash in academia af awesome game clearly took the dungeon simulator criticism of seriously but went a little overboard with it a lot of repetitiveness going back and forward constantly and awfully easy to lose track of what you re doing get lost in side quests or even break the story line if you aren t careful walkthrough guides are a must with this one all in all its a great game and would def recommend for any final fantasy fan by far my favourite story line of them all without risking spoilers its based around the theme of time travel and altering history '],Recommended
2147,Fang Satonaka,69.8,https://steamcommunity.com/profiles/76561199164680720/,"June 28, 2021",0,['as long as you play final fantasy xiii first then i highly suggest this one as it follows up on the original story you dont have all the original characters like in the first and the monster catching is not that great but at the end you can get most of the party minus hope and fang as mods and dlc as well jihl and caius which fixes that issue gameplay has been tweaked and better than the first game not to mention the music if your not a fan of the first game especially because the story didnt reach out to you then you can skip this one but if you atleast liked the story and was upset with the gameplay specifically then this one is worth going for '],Recommended
2148,AqueouS,73.0,https://steamcommunity.com/profiles/76561197963572323/,"June 26, 2021",0,['nothing short of a game that you can remember for life excellent content storytelling and gameplay '],Recommended
2149,LightningThe13th,99.7,https://steamcommunity.com/profiles/76561198304152017/,"June 24, 2021",0,['the port for this game is very very bad a lot of crashes the rain effect is bugged and look ugly compared to the and xbox that the game is very fun one of my favourites and it have all the important dlcs except a few outfits that you can get with mods for free '],Recommended
2150,Rurri Moon Dreamy,6.2,https://steamcommunity.com/id/rurrimoon/,"June 22, 2021",0,['i am really enjoying play this game beside serah farron is my favourite final fantasy characters but sadly on steam its not available for english voiceover cause i prefer to play this game with english voice to understand even there is subtitle but the game still good even sometimes you have lower the setting game cause its basicly for not pc game so sometimes the fps is drop if you play it high resolution '],Recommended
2151,Oblivion,97.8,https://steamcommunity.com/profiles/76561198021217678/,"June 21, 2021",0,['very hot girl'],Recommended
2152,Major Tom,3.1,https://steamcommunity.com/id/beansbeenz/,"June 18, 2021",0,['its an rpg '],Recommended
2153,MamboNumber1,194.5,https://steamcommunity.com/id/MamboNumber1/,"June 18, 2021",0,['my very first final fantasy was ffxiii on the xbox and i absolutely fell in love with the series i played when it came out and bought the steam port when it came out the port is garbage however there are easy fixes that only require a few zip folder downloads and running a few installer prompts in order to make the game perfect improves on the original in every way other than story the story has slightly less impact than xiii but is still amazing '],Recommended
